order_id,operational_date,shift,picking_time_seconds,packing_accuracy_status
ORD-006000,26-05-2026,A,122.52,1
ORD-006001,24-05-2026,A,120.39,1
ORD-006002,01-05-2026,A,116.03,1
ORD-006003,13-05-2026,A,146.87,1
ORD-006004,21-05-2026,A,103.97,1
ORD-006005,28-05-2026,A,123.48,1
ORD-006006,15-05-2026,A,95.68,1
ORD-006007,30-05-2026,A,97.27,1
ORD-006008,09-05-2026,A,139.81,1
ORD-006009,22-05-2026,A,102.68,1
ORD-006010,06-05-2026,A,93.79,1
ORD-006011,01-05-2026,A,103.84,1
ORD-006012,19-05-2026,A,133.04,1
ORD-006013,13-05-2026,A,110.24,1
ORD-006014,25-05-2026,A,105.17,1
ORD-006015,03-05-2026,A,110.78,1
ORD-006016,25-05-2026,A,108.66,1
ORD-006017,06-05-2026,A,94.22,1
ORD-006018,10-05-2026,A,124.31,1
ORD-006019,26-05-2026,A,137.93,1
ORD-006020,21-05-2026,A,120.11,1
ORD-006021,24-05-2026,A,130.17,1
ORD-006022,06-05-2026,A,108.94,1
ORD-006023,19-05-2026,A,139.61,1
ORD-006024,01-05-2026,A,140.27,1
ORD-006025,28-05-2026,A,138.44,1
ORD-006026,03-05-2026,A,133.01,1
ORD-006027,21-05-2026,A,120.96,1
ORD-006028,02-05-2026,A,148.31,1
ORD-006029,08-05-2026,A,124.14,1
ORD-006030,17-05-2026,A,141.52,1
ORD-006031,13-05-2026,A,125.68,1
ORD-006032,13-05-2026,A,122.02,1
ORD-006033,06-05-2026,A,99.43,1
ORD-006034,11-05-2026,A,116.72,1
ORD-006035,16-05-2026,A,98.35,1
ORD-006036,18-05-2026,A,134.38,1
ORD-006037,29-05-2026,A,127.68,1
ORD-006038,28-05-2026,A,141.53,1
ORD-006039,10-05-2026,A,129.93,1
ORD-006040,15-05-2026,A,132.32,1
ORD-006041,16-05-2026,A,133.73,1
ORD-006042,08-05-2026,A,102.84,1
ORD-006043,23-05-2026,A,103.05,1
ORD-006044,24-05-2026,A,136.44,1
ORD-006045,06-05-2026,A,122.59,1
ORD-006046,05-05-2026,A,130.14,1
ORD-006047,06-05-2026,A,118.83,1
ORD-006048,12-05-2026,A,137.44,1
ORD-006049,17-05-2026,A,132.13,1
ORD-006050,17-05-2026,A,120.1,1
ORD-006051,01-05-2026,A,108.02,1
ORD-006052,14-05-2026,A,109.83,1
ORD-006053,02-05-2026,A,113.16,1
ORD-006054,08-05-2026,A,115.38,1
ORD-006055,01-05-2026,A,143.12,1
ORD-006056,24-05-2026,A,136.83,1
ORD-006057,15-05-2026,A,125.47,1
ORD-006058,15-05-2026,A,118.45,1
ORD-006059,17-05-2026,A,139.04,1
ORD-006060,11-05-2026,A,125.61,1
ORD-006061,07-05-2026,A,113.89,1
ORD-006062,10-05-2026,A,121.27,1
ORD-006063,26-05-2026,A,115.01,1
ORD-006064,18-05-2026,A,98,1
ORD-006065,30-05-2026,A,130.59,1
ORD-006066,02-05-2026,A,148.09,1
ORD-006067,25-05-2026,A,131.28,1
ORD-006068,13-05-2026,A,110.73,1
ORD-006069,08-05-2026,A,114.42,1
ORD-006070,05-05-2026,A,143.73,1
ORD-006071,03-05-2026,A,147.25,1
ORD-006072,24-05-2026,A,111.32,1
ORD-006073,19-05-2026,A,128.98,1
ORD-006074,13-05-2026,A,123.12,1
ORD-006075,02-05-2026,A,134.08,1
ORD-006076,19-05-2026,A,143.06,1
ORD-006077,28-05-2026,A,124.45,1
ORD-006078,21-05-2026,A,126.32,1
ORD-006079,19-05-2026,A,129.25,1
ORD-006080,13-05-2026,A,110.66,1
ORD-006081,30-05-2026,A,108.96,1
ORD-006082,23-05-2026,A,138.82,1
ORD-006083,08-05-2026,A,134.09,1
ORD-006084,05-05-2026,A,99.78,1
ORD-006085,09-05-2026,A,89.87,1
ORD-006086,09-05-2026,A,131.84,1
ORD-006087,13-05-2026,A,109.59,1
ORD-006088,01-05-2026,A,99.75,1
ORD-006089,04-05-2026,A,131.87,1
ORD-006090,04-05-2026,A,133.47,1
ORD-006091,25-05-2026,A,109.5,1
ORD-006092,23-05-2026,A,129.68,1
ORD-006093,11-05-2026,A,109.52,1
ORD-006094,26-05-2026,A,111.9,1
ORD-006095,11-05-2026,A,133.41,1
ORD-006096,29-05-2026,A,130.12,1
ORD-006097,07-05-2026,A,126.56,1
ORD-006098,05-05-2026,A,142.34,1
ORD-006099,05-05-2026,A,105.54,1
ORD-006100,17-05-2026,A,117.2,1
ORD-006101,06-05-2026,A,143.53,1
ORD-006102,22-05-2026,A,135.39,1
ORD-006103,15-05-2026,A,129.77,1
ORD-006104,26-05-2026,A,103.51,1
ORD-006105,27-05-2026,A,119.55,1
ORD-006106,15-05-2026,A,135.04,1
ORD-006107,02-05-2026,A,132.37,1
ORD-006108,17-05-2026,A,103.8,1
ORD-006109,11-05-2026,A,110.97,1
ORD-006110,26-05-2026,A,109.28,1
ORD-006111,27-05-2026,A,114.53,1
ORD-006112,02-05-2026,A,120.73,1
ORD-006113,03-05-2026,A,104.18,1
ORD-006114,29-05-2026,A,114.36,1
ORD-006115,01-05-2026,A,113.42,1
ORD-006116,08-05-2026,A,97.74,1
ORD-006117,24-05-2026,A,122.17,1
ORD-006118,29-05-2026,A,107.53,1
ORD-006119,29-05-2026,A,117.42,1
ORD-006120,28-05-2026,A,141.67,1
ORD-006121,10-05-2026,A,140.92,1
ORD-006122,27-05-2026,A,115.42,1
ORD-006123,02-05-2026,A,116.74,1
ORD-006124,21-05-2026,A,139.77,1
ORD-006125,12-05-2026,A,131.95,1
ORD-006126,10-05-2026,A,130.86,1
ORD-006127,17-05-2026,A,126.84,1
ORD-006128,23-05-2026,A,102.81,1
ORD-006129,21-05-2026,A,149.67,1
ORD-006130,02-05-2026,A,120.43,1
ORD-006131,07-05-2026,A,137.3,0
ORD-006132,27-05-2026,A,117.84,1
ORD-006133,23-05-2026,A,103.09,1
ORD-006134,23-05-2026,A,113.93,1
ORD-006135,05-05-2026,A,120.24,1
ORD-006136,13-05-2026,A,140.62,1
ORD-006137,03-05-2026,A,130.03,1
ORD-006138,04-05-2026,A,135.37,1
ORD-006139,16-05-2026,A,126.32,1
ORD-006140,04-05-2026,A,115.88,1
ORD-006141,21-05-2026,A,127,1
ORD-006142,08-05-2026,A,128.98,1
ORD-006143,05-05-2026,A,157.74,1
ORD-006144,23-05-2026,A,107.77,1
ORD-006145,29-05-2026,A,104.31,1
ORD-006146,06-05-2026,A,110.03,1
ORD-006147,12-05-2026,A,108.09,1
ORD-006148,05-05-2026,A,88.6,1
ORD-006149,30-05-2026,A,151.85,1
ORD-006150,22-05-2026,A,112.94,1
ORD-006151,17-05-2026,A,121.56,1
ORD-006152,12-05-2026,A,106.9,1
ORD-006153,03-05-2026,A,135.13,1
ORD-006154,04-05-2026,A,116.41,1
ORD-006155,10-05-2026,A,115.74,1
ORD-006156,19-05-2026,A,122.37,1
ORD-006157,22-05-2026,A,113.94,1
ORD-006158,26-05-2026,A,113.38,1
ORD-006159,12-05-2026,A,140.48,1
ORD-006160,30-05-2026,A,114.41,1
ORD-006161,28-05-2026,A,129.77,1
ORD-006162,30-05-2026,A,122.83,1
ORD-006163,22-05-2026,A,123.17,1
ORD-006164,04-05-2026,A,151.17,1
ORD-006165,27-05-2026,A,123.45,1
ORD-006166,07-05-2026,A,124.59,1
ORD-006167,02-05-2026,A,140.05,1
ORD-006168,23-05-2026,A,136.04,1
ORD-006169,24-05-2026,A,123.05,1
ORD-006170,24-05-2026,A,90.14,1
ORD-006171,06-05-2026,A,115.09,1
ORD-006172,26-05-2026,A,120.82,1
ORD-006173,09-05-2026,A,117.82,1
ORD-006174,06-05-2026,A,138.6,1
ORD-006175,25-05-2026,A,114.45,1
ORD-006176,25-05-2026,A,136.25,1
ORD-006177,17-05-2026,A,146.8,1
ORD-006178,10-05-2026,A,139.58,1
ORD-006179,04-05-2026,A,96.59,1
ORD-006180,02-05-2026,A,133.64,1
ORD-006181,28-05-2026,A,108.87,1
ORD-006182,22-05-2026,A,82.92,1
ORD-006183,24-05-2026,A,126.62,1
ORD-006184,25-05-2026,A,150.93,1
ORD-006185,24-05-2026,A,118.47,1
ORD-006186,19-05-2026,A,120.61,1
ORD-006187,14-05-2026,A,103.87,1
ORD-006188,10-05-2026,A,112.01,1
ORD-006189,09-05-2026,A,120.54,1
ORD-006190,22-05-2026,A,100.62,1
ORD-006191,06-05-2026,A,98.82,1
ORD-006192,30-05-2026,A,123.83,1
ORD-006193,13-05-2026,A,136.64,1
ORD-006194,23-05-2026,A,94.85,1
ORD-006195,15-05-2026,A,76.62,1
ORD-006196,02-05-2026,A,114.47,1
ORD-006197,14-05-2026,A,124.91,1
ORD-006198,29-05-2026,A,98.78,1
ORD-006199,26-05-2026,A,135.17,1
ORD-006200,30-05-2026,A,113.39,1
ORD-006201,11-05-2026,A,133.42,1
ORD-006202,04-05-2026,A,99.26,1
ORD-006203,14-05-2026,A,93.08,1
ORD-006204,04-05-2026,A,102.12,1
ORD-006205,07-05-2026,A,137.1,1
ORD-006206,18-05-2026,A,121.86,1
ORD-006207,05-05-2026,A,141.3,1
ORD-006208,10-05-2026,A,112.19,1
ORD-006209,09-05-2026,A,135.12,1
ORD-006210,17-05-2026,A,113.8,1
ORD-006211,06-05-2026,A,113.99,1
ORD-006212,03-05-2026,A,81.99,1
ORD-006213,06-05-2026,A,124.4,1
ORD-006214,12-05-2026,A,120.54,1
ORD-006215,29-05-2026,A,149.13,1
ORD-006216,21-05-2026,A,102.32,1
ORD-006217,06-05-2026,A,115.79,1
ORD-006218,14-05-2026,A,125.5,1
ORD-006219,09-05-2026,A,114.17,1
ORD-006220,29-05-2026,A,148.58,1
ORD-006221,17-05-2026,A,136.76,1
ORD-006222,29-05-2026,A,109.03,1
ORD-006223,05-05-2026,A,122.89,1
ORD-006224,17-05-2026,A,117.01,1
ORD-006225,28-05-2026,A,136.16,1
ORD-006226,12-05-2026,A,105.16,1
ORD-006227,10-05-2026,A,119.64,1
ORD-006228,18-05-2026,A,125.64,1
ORD-006229,10-05-2026,A,114.55,1
ORD-006230,23-05-2026,A,105.23,1
ORD-006231,21-05-2026,A,98.41,1
ORD-006232,12-05-2026,A,140.95,1
ORD-006233,25-05-2026,A,107.13,0
ORD-006234,07-05-2026,A,119.22,1
ORD-006235,26-05-2026,A,97.88,1
ORD-006236,29-05-2026,A,106.18,1
ORD-006237,17-05-2026,A,108.97,1
ORD-006238,01-05-2026,A,132.2,1
ORD-006239,13-05-2026,A,91.18,1
ORD-006240,10-05-2026,A,122.53,1
ORD-006241,08-05-2026,A,111.75,1
ORD-006242,10-05-2026,A,132.91,1
ORD-006243,12-05-2026,A,129.77,1
ORD-006244,15-05-2026,A,99.33,1
ORD-006245,16-05-2026,A,110.69,1
ORD-006246,03-05-2026,A,109.42,1
ORD-006247,02-05-2026,A,108.2,1
ORD-006248,30-05-2026,A,129.67,1
ORD-006249,28-05-2026,A,121.76,1
ORD-006250,09-05-2026,A,107.44,1
ORD-006251,28-05-2026,A,104.78,1
ORD-006252,11-05-2026,A,119.44,1
ORD-006253,09-05-2026,A,119.63,1
ORD-006254,17-05-2026,A,125,1
ORD-006255,17-05-2026,A,130.51,1
ORD-006256,30-05-2026,A,105.44,1
ORD-006257,14-05-2026,A,121.78,1
ORD-006258,30-05-2026,A,108.44,1
ORD-006259,26-05-2026,A,123.95,1
ORD-006260,05-05-2026,A,98.35,1
ORD-006261,09-05-2026,A,95.48,1
ORD-006262,17-05-2026,A,127.22,1
ORD-006263,13-05-2026,A,106.02,1
ORD-006264,25-05-2026,A,132.75,1
ORD-006265,24-05-2026,A,109.33,1
ORD-006266,22-05-2026,A,110.1,1
ORD-006267,10-05-2026,A,137.4,1
ORD-006268,11-05-2026,A,79.11,1
ORD-006269,30-05-2026,A,106.75,1
ORD-006270,13-05-2026,A,151.77,1
ORD-006271,07-05-2026,A,115.92,1
ORD-006272,10-05-2026,A,112.03,1
ORD-006273,15-05-2026,A,123.59,1
ORD-006274,29-05-2026,A,94.91,1
ORD-006275,01-05-2026,A,146,1
ORD-006276,14-05-2026,A,108.04,1
ORD-006277,24-05-2026,A,119.27,1
ORD-006278,23-05-2026,A,124.03,1
ORD-006279,29-05-2026,A,128.8,1
ORD-006280,10-05-2026,A,127.12,1
ORD-006281,04-05-2026,A,116.78,1
ORD-006282,07-05-2026,A,137.67,1
ORD-006283,07-05-2026,A,111.37,1
ORD-006284,16-05-2026,A,109.16,1
ORD-006285,19-05-2026,A,112.5,1
ORD-006286,26-05-2026,A,131.02,1
ORD-006287,16-05-2026,A,126.01,1
ORD-006288,27-05-2026,A,122.94,1
ORD-006289,19-05-2026,A,121.53,1
ORD-006290,28-05-2026,A,146.85,1
ORD-006291,14-05-2026,A,87.8,1
ORD-006292,04-05-2026,A,106.2,1
ORD-006293,03-05-2026,A,152.38,1
ORD-006294,08-05-2026,A,116.72,1
ORD-006295,29-05-2026,A,118.79,1
ORD-006296,26-05-2026,A,125.39,1
ORD-006297,15-05-2026,A,138.48,1
ORD-006298,05-05-2026,A,122.47,1
ORD-006299,16-05-2026,A,129.43,1
ORD-006300,17-05-2026,A,103.74,1
ORD-006301,09-05-2026,A,125,1
ORD-006302,17-05-2026,A,99.06,1
ORD-006303,05-05-2026,A,103.58,1
ORD-006304,08-05-2026,A,112.12,1
ORD-006305,06-05-2026,A,125.9,1
ORD-006306,08-05-2026,A,121.56,1
ORD-006307,12-05-2026,A,137.01,1
ORD-006308,09-05-2026,A,96.52,1
ORD-006309,12-05-2026,A,106.58,1
ORD-006310,29-05-2026,A,121,1
ORD-006311,08-05-2026,A,126.52,1
ORD-006312,15-05-2026,A,104.91,1
ORD-006313,19-05-2026,A,102.8,1
ORD-006314,30-05-2026,A,111.52,1
ORD-006315,03-05-2026,A,116.97,1
ORD-006316,15-05-2026,A,116.68,1
ORD-006317,29-05-2026,A,118.4,1
ORD-006318,24-05-2026,A,124.13,1
ORD-006319,18-05-2026,A,117.87,1
ORD-006320,13-05-2026,A,136.2,0
ORD-006321,01-05-2026,A,134.21,1
ORD-006322,08-05-2026,A,148.34,1
ORD-006323,12-05-2026,A,120.27,1
ORD-006324,18-05-2026,A,126.96,1
ORD-006325,22-05-2026,A,93.7,1
ORD-006326,28-05-2026,A,139.3,1
ORD-006327,03-05-2026,A,128.66,1
ORD-006328,22-05-2026,A,106.53,1
ORD-006329,02-05-2026,A,95.15,1
ORD-006330,12-05-2026,A,109.2,1
ORD-006331,13-05-2026,A,97.98,1
ORD-006332,24-05-2026,A,98.5,1
ORD-006333,29-05-2026,A,137.71,1
ORD-006334,12-05-2026,A,119.66,1
ORD-006335,19-05-2026,A,169.53,1
ORD-006336,27-05-2026,A,116.31,1
ORD-006337,07-05-2026,A,144.49,1
ORD-006338,21-05-2026,A,114.88,1
ORD-006339,25-05-2026,A,138.43,1
ORD-006340,12-05-2026,A,128.78,1
ORD-006341,04-05-2026,A,130.98,1
ORD-006342,24-05-2026,A,122.5,1
ORD-006343,16-05-2026,A,129.53,1
ORD-006344,17-05-2026,A,107.96,1
ORD-006345,02-05-2026,A,154.05,1
ORD-006346,27-05-2026,A,109,1
ORD-006347,18-05-2026,A,121.39,1
ORD-006348,29-05-2026,A,127.46,1
ORD-006349,20-05-2026,A,117.61,1
ORD-006350,17-05-2026,A,123.84,1
ORD-006351,27-05-2026,A,122.08,1
ORD-006352,04-05-2026,A,105.94,1
ORD-006353,15-05-2026,A,118.11,1
ORD-006354,30-05-2026,A,108.74,1
ORD-006355,08-05-2026,A,163.92,1
ORD-006356,25-05-2026,A,134.76,1
ORD-006357,25-05-2026,A,98.77,1
ORD-006358,12-05-2026,A,149.85,1
ORD-006359,04-05-2026,A,121.84,1
ORD-006360,08-05-2026,A,99.99,1
ORD-006361,27-05-2026,A,127.5,1
ORD-006362,29-05-2026,A,134.89,1
ORD-006363,23-05-2026,A,139.8,1
ORD-006364,08-05-2026,A,127.22,1
ORD-006365,26-05-2026,A,103.48,1
ORD-006366,14-05-2026,A,126.22,1
ORD-006367,26-05-2026,A,114.53,1
ORD-006368,11-05-2026,A,160.29,1
ORD-006369,01-05-2026,A,111.84,1
ORD-006370,04-05-2026,A,103.34,1
ORD-006371,11-05-2026,A,92.4,1
ORD-006372,17-05-2026,A,126.63,0
ORD-006373,19-05-2026,A,115.53,1
ORD-006374,25-05-2026,A,112.87,1
ORD-006375,21-05-2026,A,101.87,1
ORD-006376,27-05-2026,A,112.71,1
ORD-006377,01-05-2026,A,131.94,1
ORD-006378,14-05-2026,A,143.41,1
ORD-006379,11-05-2026,A,105.42,1
ORD-006380,27-05-2026,A,109.54,1
ORD-006381,17-05-2026,A,108.26,1
ORD-006382,01-05-2026,A,96.9,1
ORD-006383,28-05-2026,A,123.46,1
ORD-006384,04-05-2026,A,101.45,1
ORD-006385,27-05-2026,A,125.71,1
ORD-006386,04-05-2026,A,120.79,1
ORD-006387,12-05-2026,A,120.39,1
ORD-006388,25-05-2026,A,141.67,1
ORD-006389,07-05-2026,A,118.1,1
ORD-006390,08-05-2026,A,117.37,1
ORD-006391,20-05-2026,A,122.49,1
ORD-006392,23-05-2026,A,138.92,1
ORD-006393,27-05-2026,A,76.65,1
ORD-006394,30-05-2026,A,130.86,1
ORD-006395,15-05-2026,A,100.11,1
ORD-006396,08-05-2026,A,124.33,1
ORD-006397,19-05-2026,A,125.89,1
ORD-006398,15-05-2026,A,130.16,1
ORD-006399,24-05-2026,A,117.95,1
ORD-006400,02-05-2026,A,115.34,1
ORD-006401,01-05-2026,A,105.37,1
ORD-006402,26-05-2026,A,122.11,1
ORD-006403,30-05-2026,A,120.05,1
ORD-006404,27-05-2026,A,104.52,1
ORD-006405,13-05-2026,A,120.14,1
ORD-006406,24-05-2026,A,113.31,1
ORD-006407,22-05-2026,A,112.24,1
ORD-006408,07-05-2026,A,151.52,1
ORD-006409,12-05-2026,A,97.26,1
ORD-006410,21-05-2026,A,110.36,1
ORD-006411,20-05-2026,A,123.91,1
ORD-006412,04-05-2026,A,105.91,1
ORD-006413,21-05-2026,A,116,1
ORD-006414,26-05-2026,A,100.47,1
ORD-006415,07-05-2026,A,124.71,1
ORD-006416,06-05-2026,A,134.29,1
ORD-006417,04-05-2026,A,108.01,1
ORD-006418,02-05-2026,A,117.82,1
ORD-006419,22-05-2026,A,129.9,1
ORD-006420,30-05-2026,A,117.86,1
ORD-006421,13-05-2026,A,133.61,1
ORD-006422,02-05-2026,A,104.46,1
ORD-006423,28-05-2026,A,106.24,1
ORD-006424,06-05-2026,A,148.23,1
ORD-006425,20-05-2026,A,116.23,1
ORD-006426,21-05-2026,A,112.61,1
ORD-006427,21-05-2026,A,119.59,1
ORD-006428,10-05-2026,A,140.19,1
ORD-006429,15-05-2026,A,122.87,1
ORD-006430,01-05-2026,A,120.03,1
ORD-006431,27-05-2026,A,126.07,1
ORD-006432,11-05-2026,A,136.2,1
ORD-006433,26-05-2026,A,119.39,1
ORD-006434,25-05-2026,A,113.92,1
ORD-006435,27-05-2026,A,140.74,1
ORD-006436,10-05-2026,A,101.21,1
ORD-006437,19-05-2026,A,139.69,1
ORD-006438,24-05-2026,A,131.71,1
ORD-006439,02-05-2026,A,121.63,1
ORD-006440,04-05-2026,A,118.88,1
ORD-006441,02-05-2026,A,130.82,1
ORD-006442,01-05-2026,A,127.23,1
ORD-006443,27-05-2026,A,109.16,1
ORD-006444,20-05-2026,A,124.25,1
ORD-006445,21-05-2026,A,137.08,1
ORD-006446,22-05-2026,A,116.14,1
ORD-006447,22-05-2026,A,143.78,1
ORD-006448,07-05-2026,A,92.49,1
ORD-006449,16-05-2026,A,114,1
ORD-006450,10-05-2026,A,113.64,1
ORD-006451,29-05-2026,A,119.73,1
ORD-006452,18-05-2026,A,118.62,1
ORD-006453,28-05-2026,A,125.69,1
ORD-006454,20-05-2026,A,128.8,1
ORD-006455,19-05-2026,A,105.23,1
ORD-006456,04-05-2026,A,120.52,1
ORD-006457,21-05-2026,A,139.19,1
ORD-006458,24-05-2026,A,117.42,1
ORD-006459,07-05-2026,A,120.51,1
ORD-006460,28-05-2026,A,126.5,1
ORD-006461,21-05-2026,A,126.1,1
ORD-006462,30-05-2026,A,130.87,1
ORD-006463,15-05-2026,A,116.35,1
ORD-006464,17-05-2026,A,138.66,1
ORD-006465,14-05-2026,A,105.1,1
ORD-006466,14-05-2026,A,138.41,1
ORD-006467,26-05-2026,A,120.09,1
ORD-006468,17-05-2026,A,102.38,1
ORD-006469,16-05-2026,A,120.38,1
ORD-006470,27-05-2026,A,122.32,1
ORD-006471,21-05-2026,A,116.92,1
ORD-006472,09-05-2026,A,115.29,1
ORD-006473,19-05-2026,A,156.61,1
ORD-006474,02-05-2026,A,127.48,1
ORD-006475,09-05-2026,A,127.09,1
ORD-006476,26-05-2026,A,114.95,1
ORD-006477,23-05-2026,A,121.16,1
ORD-006478,23-05-2026,A,119.2,1
ORD-006479,17-05-2026,A,134.4,1
ORD-006480,21-05-2026,A,122.35,1
ORD-006481,09-05-2026,A,116.53,1
ORD-006482,20-05-2026,A,147.4,1
ORD-006483,23-05-2026,A,140.05,1
ORD-006484,09-05-2026,A,108.95,1
ORD-006485,19-05-2026,A,123.3,1
ORD-006486,14-05-2026,A,110.91,1
ORD-006487,13-05-2026,A,153.7,1
ORD-006488,13-05-2026,A,131.58,1
ORD-006489,18-05-2026,A,142.06,1
ORD-006490,18-05-2026,A,126.07,1
ORD-006491,19-05-2026,A,131.7,1
ORD-006492,20-05-2026,A,125.84,1
ORD-006493,25-05-2026,A,110.05,1
ORD-006494,13-05-2026,A,127.6,1
ORD-006495,15-05-2026,A,109.17,1
ORD-006496,22-05-2026,A,133.3,1
ORD-006497,21-05-2026,A,107.53,1
ORD-006498,16-05-2026,A,101.92,1
ORD-006499,04-05-2026,A,128.18,1
ORD-006500,22-05-2026,A,130.53,1
ORD-006501,10-05-2026,A,94.1,1
ORD-006502,17-05-2026,A,139.31,1
ORD-006503,20-05-2026,A,95.85,1
ORD-006504,09-05-2026,A,109.13,1
ORD-006505,16-05-2026,A,125.34,1
ORD-006506,25-05-2026,A,133.51,1
ORD-006507,26-05-2026,A,108.27,1
ORD-006508,08-05-2026,A,130.82,1
ORD-006509,20-05-2026,A,95.7,1
ORD-006510,15-05-2026,A,108.82,1
ORD-006511,20-05-2026,A,133.4,1
ORD-006512,27-05-2026,A,91.08,1
ORD-006513,16-05-2026,A,110.85,1
ORD-006514,20-05-2026,A,81.55,1
ORD-006515,08-05-2026,A,105.5,1
ORD-006516,03-05-2026,A,142.06,1
ORD-006517,07-05-2026,A,118.25,1
ORD-006518,16-05-2026,A,95.36,1
ORD-006519,06-05-2026,A,88.97,1
ORD-006520,24-05-2026,A,133.31,1
ORD-006521,01-05-2026,A,118.88,1
ORD-006522,20-05-2026,A,155.56,1
ORD-006523,15-05-2026,A,109.92,1
ORD-006524,16-05-2026,A,135.96,1
ORD-006525,23-05-2026,A,101.03,1
ORD-006526,11-05-2026,A,135.04,1
ORD-006527,18-05-2026,A,104,1
ORD-006528,22-05-2026,A,115.44,1
ORD-006529,16-05-2026,A,104.98,1
ORD-006530,17-05-2026,A,118.03,1
ORD-006531,12-05-2026,A,125.05,1
ORD-006532,12-05-2026,A,109.49,1
ORD-006533,30-05-2026,A,132.92,1
ORD-006534,19-05-2026,A,105.83,1
ORD-006535,30-05-2026,A,119.88,1
ORD-006536,01-05-2026,A,126.31,1
ORD-006537,01-05-2026,A,138.9,1
ORD-006538,01-05-2026,A,130.07,1
ORD-006539,07-05-2026,A,118.39,1
ORD-006540,08-05-2026,A,129.61,0
ORD-006541,27-05-2026,A,120.67,1
ORD-006542,27-05-2026,A,132.53,1
ORD-006543,03-05-2026,A,122.57,1
ORD-006544,29-05-2026,A,101.91,1
ORD-006545,03-05-2026,A,114.67,1
ORD-006546,18-05-2026,A,144.99,1
ORD-006547,28-05-2026,A,125.85,1
ORD-006548,21-05-2026,A,119.07,1
ORD-006549,12-05-2026,A,148.94,1
ORD-006550,24-05-2026,A,134.08,1
ORD-006551,29-05-2026,A,106.71,1
ORD-006552,08-05-2026,A,146.75,1
ORD-006553,03-05-2026,A,130.9,1
ORD-006554,22-05-2026,A,131.56,1
ORD-006555,05-05-2026,A,110.65,1
ORD-006556,01-05-2026,A,105.78,1
ORD-006557,05-05-2026,A,128.06,1
ORD-006558,01-05-2026,A,133.09,1
ORD-006559,19-05-2026,A,138.58,1
ORD-006560,20-05-2026,A,130.16,1
ORD-006561,18-05-2026,A,105.26,1
ORD-006562,01-05-2026,A,126.3,1
ORD-006563,12-05-2026,A,127.67,1
ORD-006564,15-05-2026,A,131.27,1
ORD-006565,12-05-2026,A,113.98,1
ORD-006566,30-05-2026,A,118.92,1
ORD-006567,07-05-2026,A,115.46,1
ORD-006568,10-05-2026,A,145.49,1
ORD-006569,06-05-2026,A,91.26,1
ORD-006570,13-05-2026,A,118.01,1
ORD-006571,05-05-2026,A,105.78,1
ORD-006572,09-05-2026,A,149.54,1
ORD-006573,20-05-2026,A,88.3,1
ORD-006574,18-05-2026,A,115.36,1
ORD-006575,08-05-2026,A,121.49,1
ORD-006576,11-05-2026,A,133.46,1
ORD-006577,05-05-2026,A,119.73,1
ORD-006578,13-05-2026,A,118.17,1
ORD-006579,02-05-2026,A,117.59,1
ORD-006580,26-05-2026,A,128.07,1
ORD-006581,13-05-2026,A,103.47,1
ORD-006582,13-05-2026,A,100.38,1
ORD-006583,14-05-2026,A,148.29,1
ORD-006584,29-05-2026,A,110.36,1
ORD-006585,25-05-2026,A,125.18,1
ORD-006586,28-05-2026,A,106.62,1
ORD-006587,15-05-2026,A,123.86,1
ORD-006588,09-05-2026,A,100.16,1
ORD-006589,11-05-2026,A,105.96,1
ORD-006590,01-05-2026,A,97.84,1
ORD-006591,09-05-2026,A,105.16,1
ORD-006592,24-05-2026,A,88.64,1
ORD-006593,29-05-2026,A,122.67,1
ORD-006594,30-05-2026,A,121.33,1
ORD-006595,27-05-2026,A,106.08,1
ORD-006596,07-05-2026,A,116.44,1
ORD-006597,18-05-2026,A,139.97,1
ORD-006598,21-05-2026,A,142.82,1
ORD-006599,03-05-2026,A,114.3,1
ORD-006600,14-05-2026,A,124.94,1
ORD-006601,01-05-2026,A,107.45,1
ORD-006602,23-05-2026,A,105.39,1
ORD-006603,30-05-2026,A,137.57,1
ORD-006604,29-05-2026,A,134.74,1
ORD-006605,28-05-2026,A,118.13,1
ORD-006606,17-05-2026,A,115.7,1
ORD-006607,26-05-2026,A,128.42,1
ORD-006608,19-05-2026,A,105.26,1
ORD-006609,19-05-2026,A,128.81,1
ORD-006610,02-05-2026,A,112.55,1
ORD-006611,08-05-2026,A,109.73,1
ORD-006612,02-05-2026,A,113.94,1
ORD-006613,12-05-2026,A,126.18,1
ORD-006614,04-05-2026,A,139.43,1
ORD-006615,24-05-2026,A,97.06,1
ORD-006616,10-05-2026,A,126.13,1
ORD-006617,18-05-2026,A,113.81,1
ORD-006618,15-05-2026,A,116,1
ORD-006619,12-05-2026,A,114.39,1
ORD-006620,23-05-2026,A,132.28,1
ORD-006621,07-05-2026,A,104.73,1
ORD-006622,23-05-2026,A,115.28,1
ORD-006623,19-05-2026,A,117.57,1
ORD-006624,23-05-2026,A,80.37,1
ORD-006625,06-05-2026,A,152.96,0
ORD-006626,29-05-2026,A,133.48,1
ORD-006627,22-05-2026,A,142.84,1
ORD-006628,09-05-2026,A,120.77,1
ORD-006629,01-05-2026,A,136.12,1
ORD-006630,02-05-2026,A,117.04,1
ORD-006631,01-05-2026,A,122.63,1
ORD-006632,28-05-2026,A,128.46,1
ORD-006633,17-05-2026,A,123.33,1
ORD-006634,17-05-2026,A,139.51,1
