order_id,operational_date,shift,picking_time_seconds
ORD-012685,2026-05-14,A,116.51
ORD-005790,2026-05-29,A,115.55
ORD-009379,2026-05-23,A,124.85
ORD-033192,2026-05-17,B,99.04
ORD-019394,2026-05-07,A,98.72
ORD-042074,2026-05-15,B,71.92
ORD-013180,2026-05-30,A,135.15
ORD-004657,2026-05-09,A,90.86
ORD-033681,2026-05-03,B,92.33
ORD-021871,2026-05-28,A,143.58
ORD-043065,2026-05-10,B,88.36
ORD-026224,2026-05-11,B,87.23
ORD-006853,2026-05-04,A,113.82
ORD-022041,2026-05-04,A,139.44
ORD-028634,2026-05-22,B,104.81
ORD-020153,2026-05-25,A,126.41
ORD-000698,2026-05-08,A,108.1
ORD-006942,2026-05-03,A,99.25
ORD-005259,2026-05-07,A,144.33
ORD-009306,2026-05-23,A,133.44
ORD-028938,2026-05-29,B,99.71
ORD-011176,2026-05-12,A,130.32
ORD-021603,2026-05-09,A,119.88
ORD-042296,2026-05-21,B,65.24
ORD-000931,2026-05-26,A,134.17
ORD-029269,2026-05-21,B,98.07
ORD-032417,2026-05-06,B,81.65
ORD-001526,2026-05-01,A,122.44
ORD-021913,2026-05-04,A,113.96
ORD-023399,2026-05-08,B,98.05
ORD-034902,2026-05-23,B,126.13
ORD-016434,2026-05-14,A,123.58
ORD-032522,2026-05-01,B,83.81
ORD-033670,2026-05-08,B,77.28
ORD-024997,2026-05-27,B,75.43
ORD-038976,2026-05-03,B,87.35
ORD-041668,2026-05-17,B,110.98
ORD-044355,2026-05-11,B,133.82
ORD-006570,2026-05-13,A,118.01
ORD-000505,2026-05-23,A,114.44
ORD-013844,2026-05-14,A,132.43
ORD-042401,2026-05-10,B,113.32
ORD-003986,2026-05-15,A,132.23
ORD-032414,2026-05-12,B,74.31
ORD-028366,2026-05-15,B,72.2
ORD-015642,2026-05-18,A,113.75
ORD-015759,2026-05-15,A,132.8
ORD-039058,2026-05-26,B,138.91
ORD-034205,2026-05-12,B,93.96
ORD-042445,2026-05-08,B,116.21
ORD-028915,2026-05-04,B,87.45
ORD-029967,2026-05-12,B,121.26
ORD-012822,2026-05-03,A,124.76
ORD-027694,2026-05-21,B,117.82
ORD-007270,2026-05-03,A,117.44
ORD-016219,2026-05-21,A,122.85
ORD-040021,2026-05-12,B,128.75
ORD-034911,2026-05-28,B,113.33
ORD-020162,2026-05-06,A,111.15
ORD-010739,2026-05-16,A,116.22
ORD-006089,2026-05-04,A,131.87
ORD-008428,2026-05-02,A,109.7
ORD-033489,2026-05-20,B,99.83
ORD-031608,2026-05-23,B,115.39
ORD-010109,2026-05-04,A,127.25
ORD-031743,2026-05-27,B,39.53
ORD-040037,2026-05-09,B,86.57
ORD-006049,2026-05-17,A,132.13
ORD-021136,2026-05-19,A,94.69
ORD-017020,2026-05-28,A,120.91
ORD-042315,2026-05-21,B,86.31
ORD-000214,2026-05-25,A,109.54
ORD-014690,2026-05-21,A,129.02
ORD-020736,2026-05-18,A,120.95
ORD-004882,2026-05-27,A,116.56
ORD-016408,2026-05-11,A,91.27
ORD-006635,2026-05-08,A,107.42
ORD-012703,2026-05-02,A,109.88
ORD-008738,2026-05-05,A,139.31
ORD-028408,2026-05-28,B,106.05
ORD-025583,2026-05-16,B,78.41
ORD-033232,2026-05-01,B,89.19
ORD-023552,2026-05-26,B,86.98
ORD-002422,2026-05-20,A,131.77
ORD-012038,2026-05-08,A,156.43
ORD-033590,2026-05-27,B,115.99
ORD-035960,2026-05-23,B,112.96
ORD-024564,2026-05-30,B,74.8
ORD-043423,2026-05-10,B,64.48
ORD-001919,2026-05-02,A,125.09
ORD-019918,2026-05-27,A,159.9
ORD-015350,2026-05-21,A,105.85
ORD-016194,2026-05-23,A,131.4
ORD-001862,2026-05-14,A,125.63
ORD-009489,2026-05-28,A,116.65
ORD-030712,2026-05-30,B,106.35
ORD-041660,2026-05-05,B,97.0
ORD-035496,2026-05-11,B,93.19
ORD-011405,2026-05-07,A,105.3
ORD-016972,2026-05-01,A,108.49
ORD-036696,2026-05-24,B,69.42
ORD-010249,2026-05-14,A,126.59
ORD-036444,2026-05-01,B,101.0
ORD-023900,2026-05-02,B,68.56
ORD-017477,2026-05-05,A,125.4
ORD-031151,2026-05-01,B,70.64
ORD-016766,2026-05-18,A,121.22
ORD-020928,2026-05-19,A,128.63
ORD-015146,2026-05-03,A,121.98
ORD-037832,2026-05-20,B,111.47
ORD-018858,2026-05-13,A,106.13
ORD-030645,2026-05-10,B,75.62
ORD-001375,2026-05-30,A,141.91
ORD-027683,2026-05-28,B,79.18
ORD-031235,2026-05-10,B,100.61
ORD-003090,2026-05-21,A,132.88
ORD-036388,2026-05-26,B,123.53
ORD-043167,2026-05-05,B,100.7
ORD-010687,2026-05-15,A,102.67
ORD-043215,2026-05-25,B,48.17
ORD-003342,2026-05-23,A,132.61
ORD-036109,2026-05-26,B,90.2
ORD-009348,2026-05-07,A,105.12
ORD-018077,2026-05-30,A,113.08
ORD-032100,2026-05-03,B,136.06
ORD-012971,2026-05-06,A,115.07
ORD-022103,2026-05-25,A,138.18
ORD-017857,2026-05-14,A,119.29
ORD-036071,2026-05-16,B,110.99
ORD-020988,2026-05-07,A,118.67
ORD-035217,2026-05-10,B,90.53
ORD-039273,2026-05-02,B,59.86
ORD-041070,2026-05-23,B,89.47
ORD-042554,2026-05-26,B,98.91
ORD-007390,2026-05-07,A,118.75
ORD-025402,2026-05-01,B,83.71
ORD-036883,2026-05-28,B,122.83
ORD-019093,2026-05-17,A,100.08
ORD-019916,2026-05-08,A,136.63
ORD-031865,2026-05-19,B,73.14
ORD-022319,2026-05-04,A,107.57
ORD-000188,2026-05-14,A,118.01
ORD-014274,2026-05-15,A,98.98
ORD-039961,2026-05-19,B,106.55
ORD-004902,2026-05-25,A,126.2
ORD-023410,2026-05-04,B,103.56
ORD-024981,2026-05-03,B,74.41
ORD-008682,2026-05-22,A,116.35
ORD-044995,2026-05-05,B,84.77
ORD-042019,2026-05-06,B,98.15
ORD-004976,2026-05-15,A,128.12
ORD-023878,2026-05-22,B,105.65
ORD-010360,2026-05-14,A,121.14
ORD-033983,2026-05-21,B,77.64
ORD-005049,2026-05-11,A,122.4
ORD-037951,2026-05-22,B,93.87
ORD-020305,2026-05-22,A,133.93
ORD-030608,2026-05-02,B,106.17
ORD-025924,2026-05-25,B,97.73
ORD-008916,2026-05-17,A,139.76
ORD-031758,2026-05-29,B,58.28
ORD-043398,2026-05-25,B,62.46
ORD-002270,2026-05-25,A,126.47
ORD-043219,2026-05-10,B,69.74
ORD-005662,2026-05-26,A,134.77
ORD-005712,2026-05-06,A,126.29
ORD-005094,2026-05-25,A,102.45
ORD-013503,2026-05-07,A,143.85
ORD-012261,2026-05-13,A,130.56
ORD-029243,2026-05-03,B,79.76
ORD-019834,2026-05-01,A,129.41
ORD-011143,2026-05-01,A,135.6
ORD-000590,2026-05-02,A,136.66
ORD-024073,2026-05-17,B,120.35
ORD-005754,2026-05-19,A,117.73
ORD-025627,2026-05-09,B,92.74
ORD-034437,2026-05-15,B,66.75
ORD-028490,2026-05-20,B,89.72
ORD-026432,2026-05-17,B,99.22
ORD-037629,2026-05-08,B,61.56
ORD-030903,2026-05-25,B,116.12
ORD-020124,2026-05-06,A,106.7
ORD-040752,2026-05-23,B,77.22
ORD-030368,2026-05-10,B,86.44
ORD-033202,2026-05-28,B,84.5
ORD-012304,2026-05-29,A,129.68
ORD-028209,2026-05-01,B,113.18
ORD-018163,2026-05-08,A,116.06
ORD-020511,2026-05-27,A,104.09
ORD-039142,2026-05-09,B,68.28
ORD-019298,2026-05-04,A,137.04
ORD-038636,2026-05-03,B,103.57
ORD-015431,2026-05-30,A,128.47
ORD-042206,2026-05-17,B,102.52
ORD-022373,2026-05-28,A,100.11
ORD-011230,2026-05-20,A,115.04
ORD-030049,2026-05-07,B,77.24
ORD-030501,2026-05-14,B,105.62
ORD-032070,2026-05-07,B,108.88
ORD-020055,2026-05-18,A,120.14
ORD-039203,2026-05-01,B,120.25
ORD-015268,2026-05-12,A,116.52
ORD-035070,2026-05-20,B,118.49
ORD-019423,2026-05-30,A,123.12
ORD-040679,2026-05-02,B,94.5
ORD-001053,2026-05-30,A,122.92
ORD-027354,2026-05-29,B,92.1
ORD-013771,2026-05-13,A,124.07
ORD-026881,2026-05-09,B,100.52
ORD-010044,2026-05-02,A,138.09
ORD-042872,2026-05-13,B,67.48
ORD-032318,2026-05-08,B,88.9
ORD-043670,2026-05-20,B,104.19
ORD-032570,2026-05-07,B,119.6
ORD-001049,2026-05-16,A,127.94
ORD-012046,2026-05-10,A,138.16
ORD-040826,2026-05-18,B,77.56
ORD-007119,2026-05-29,A,102.62
ORD-042264,2026-05-10,B,113.27
ORD-001854,2026-05-13,A,99.32
ORD-007964,2026-05-02,A,120.03
ORD-015752,2026-05-21,A,115.8
ORD-041117,2026-05-11,B,98.46
ORD-026142,2026-05-18,B,79.09
ORD-010278,2026-05-19,A,128.46
ORD-016102,2026-05-20,A,105.65
ORD-008256,2026-05-08,A,118.93
ORD-035611,2026-05-21,B,112.55
ORD-006173,2026-05-09,A,117.82
ORD-016935,2026-05-14,A,113.7
ORD-021661,2026-05-25,A,129.92
ORD-032712,2026-05-24,B,88.87
ORD-029445,2026-05-12,B,97.9
ORD-023875,2026-05-12,B,94.49
ORD-011671,2026-05-26,A,123.89
ORD-019035,2026-05-29,A,98.03
ORD-013732,2026-05-06,A,127.4
ORD-010275,2026-05-02,A,115.07
ORD-011965,2026-05-15,A,123.71
ORD-012872,2026-05-01,A,139.47
ORD-032194,2026-05-13,B,88.3
ORD-003618,2026-05-25,A,111.24
ORD-019883,2026-05-11,A,103.02
ORD-020281,2026-05-08,A,105.67
ORD-022734,2026-05-18,B,116.8
ORD-010694,2026-05-09,A,135.94
ORD-016407,2026-05-19,A,95.25
ORD-033473,2026-05-26,B,82.51
ORD-011020,2026-05-10,A,114.03
ORD-043216,2026-05-13,B,114.78
ORD-007064,2026-05-23,A,137.06
ORD-003437,2026-05-24,A,117.81
ORD-027463,2026-05-04,B,59.65
ORD-020691,2026-05-20,A,135.26
ORD-014212,2026-05-22,A,111.48
ORD-022078,2026-05-08,A,137.31
ORD-003914,2026-05-15,A,133.4
ORD-016398,2026-05-02,A,114.3
ORD-018331,2026-05-14,A,120.29
ORD-006274,2026-05-29,A,94.91
ORD-037840,2026-05-24,B,53.54
ORD-019678,2026-05-19,A,96.33
ORD-014778,2026-05-08,A,109.92
ORD-005261,2026-05-11,A,111.38
ORD-044162,2026-05-26,B,89.54
ORD-008315,2026-05-11,A,90.54
ORD-015946,2026-05-11,A,125.07
ORD-044052,2026-05-25,B,66.89
ORD-018982,2026-05-28,A,137.68
ORD-023700,2026-05-17,B,109.57
ORD-028818,2026-05-22,B,121.87
ORD-024899,2026-05-25,B,102.39
ORD-034132,2026-05-21,B,92.86
ORD-021602,2026-05-12,A,122.45
ORD-000062,2026-05-03,A,105.84
ORD-041506,2026-05-08,B,98.87
ORD-001957,2026-05-12,A,117.86
ORD-019311,2026-05-18,A,134.15
ORD-042307,2026-05-26,B,93.78
ORD-023771,2026-05-25,B,83.47
ORD-001162,2026-05-09,A,116.4
ORD-029555,2026-05-27,B,102.65
ORD-013789,2026-05-28,A,121.03
ORD-035241,2026-05-17,B,91.98
ORD-025231,2026-05-23,B,81.85
ORD-022992,2026-05-02,B,92.27
ORD-011117,2026-05-03,A,118.39
ORD-024778,2026-05-13,B,105.39
ORD-006276,2026-05-14,A,108.04
ORD-011872,2026-05-01,A,121.08
ORD-027022,2026-05-03,B,79.85
ORD-021474,2026-05-17,A,118.54
ORD-000783,2026-05-06,A,134.27
ORD-032240,2026-05-03,B,85.79
ORD-012868,2026-05-30,A,137.22
ORD-020956,2026-05-06,A,112.11
ORD-029518,2026-05-13,B,72.31
ORD-030415,2026-05-07,B,92.52
ORD-024198,2026-05-22,B,67.59
ORD-019404,2026-05-24,A,126.33
ORD-038851,2026-05-24,B,76.32
ORD-031922,2026-05-01,B,103.49
ORD-008941,2026-05-23,A,112.73
ORD-005661,2026-05-17,A,115.28
ORD-037175,2026-05-01,B,97.43
ORD-044116,2026-05-09,B,62.96
ORD-009212,2026-05-07,A,127.23
ORD-035627,2026-05-07,B,90.61
ORD-043575,2026-05-27,B,117.7
ORD-034501,2026-05-19,B,113.11
ORD-025909,2026-05-12,B,80.05
ORD-036409,2026-05-17,B,93.97
ORD-023865,2026-05-02,B,104.61
ORD-027330,2026-05-13,B,93.22
ORD-031569,2026-05-04,B,120.85
ORD-014414,2026-05-13,A,125.72
ORD-026011,2026-05-15,B,83.57
ORD-018116,2026-05-26,A,116.68
ORD-015347,2026-05-07,A,153.08
ORD-006723,2026-05-26,A,117.98
ORD-028417,2026-05-27,B,110.23
ORD-001422,2026-05-16,A,95.56
ORD-040877,2026-05-10,B,111.4
ORD-025567,2026-05-02,B,95.57
ORD-020311,2026-05-02,A,129.47
ORD-011846,2026-05-13,A,125.96
ORD-018252,2026-05-16,A,140.95
ORD-031767,2026-05-08,B,123.76
ORD-000818,2026-05-06,A,131.34
ORD-033671,2026-05-05,B,73.3
ORD-012417,2026-05-16,A,128.91
ORD-040240,2026-05-17,B,86.39
ORD-036990,2026-05-24,B,66.13
ORD-004623,2026-05-28,A,118.69
ORD-027830,2026-05-12,B,99.42
ORD-040298,2026-05-01,B,54.75
ORD-004602,2026-05-18,A,115.7
ORD-000538,2026-05-03,A,103.75
ORD-033952,2026-05-19,B,84.1
ORD-044512,2026-05-07,B,102.33
ORD-021229,2026-05-06,A,143.96
ORD-009661,2026-05-02,A,135.29
ORD-030327,2026-05-28,B,122.26
ORD-010070,2026-05-26,A,157.71
ORD-040501,2026-05-24,B,92.32
ORD-041971,2026-05-10,B,85.55
ORD-034628,2026-05-10,B,125.46
ORD-005082,2026-05-27,A,120.75
ORD-027818,2026-05-16,B,72.45
ORD-013064,2026-05-18,A,130.65
ORD-041236,2026-05-20,B,98.32
ORD-043479,2026-05-20,B,87.15
ORD-041999,2026-05-19,B,119.34
ORD-009766,2026-05-11,A,143.01
ORD-002547,2026-05-06,A,106.26
ORD-021376,2026-05-05,A,97.15
ORD-039527,2026-05-04,B,85.84
ORD-027676,2026-05-13,B,99.53
ORD-038522,2026-05-14,B,130.31
ORD-018491,2026-05-24,A,113.04
ORD-041500,2026-05-28,B,73.32
ORD-004693,2026-05-28,A,106.39
ORD-038470,2026-05-25,B,87.76
ORD-013453,2026-05-30,A,132.61
ORD-043650,2026-05-17,B,107.29
ORD-018749,2026-05-21,A,107.18
ORD-027405,2026-05-04,B,74.11
ORD-015927,2026-05-18,A,110.58
ORD-004941,2026-05-13,A,108.43
ORD-010554,2026-05-01,A,107.76
ORD-044532,2026-05-28,B,98.25
ORD-004194,2026-05-24,A,104.2
ORD-020828,2026-05-18,A,130.84
ORD-026691,2026-05-22,B,94.02
ORD-037131,2026-05-30,B,103.48
ORD-031721,2026-05-30,B,100.3
ORD-000697,2026-05-02,A,133.98
ORD-013682,2026-05-15,A,117.88
ORD-008876,2026-05-10,A,118.25
ORD-028761,2026-05-01,B,93.84
ORD-015762,2026-05-06,A,130.7
ORD-044179,2026-05-25,B,76.55
ORD-040790,2026-05-15,B,104.33
ORD-016595,2026-05-29,A,125.22
ORD-044106,2026-05-21,B,81.98
ORD-009623,2026-05-21,A,107.42
ORD-035574,2026-05-15,B,52.41
ORD-015050,2026-05-01,A,146.75
ORD-011724,2026-05-20,A,148.02
ORD-022074,2026-05-09,A,121.23
ORD-042072,2026-05-03,B,145.82
ORD-031186,2026-05-27,B,82.25
ORD-012269,2026-05-20,A,124.34
ORD-021670,2026-05-14,A,129.9
ORD-024339,2026-05-15,B,81.12
ORD-009288,2026-05-08,A,130.63
ORD-017417,2026-05-01,A,120.86
ORD-005801,2026-05-17,A,122.99
ORD-015279,2026-05-19,A,110.98
ORD-006720,2026-05-23,A,113.29
ORD-028138,2026-05-12,B,79.28
ORD-031678,2026-05-30,B,91.42
ORD-030856,2026-05-13,B,85.04
ORD-025063,2026-05-08,B,87.54
ORD-029857,2026-05-20,B,75.29
ORD-003750,2026-05-26,A,132.94
ORD-044468,2026-05-23,B,125.06
ORD-011214,2026-05-20,A,105.89
ORD-040477,2026-05-06,B,108.97
ORD-013205,2026-05-02,A,111.84
ORD-024708,2026-05-06,B,81.44
ORD-012358,2026-05-06,A,105.61
ORD-034101,2026-05-29,B,94.36
ORD-041263,2026-05-21,B,120.97
ORD-026855,2026-05-28,B,101.0
ORD-004714,2026-05-01,A,123.06
ORD-017473,2026-05-15,A,96.68
ORD-011470,2026-05-06,A,118.66
ORD-020321,2026-05-10,A,139.21
ORD-034362,2026-05-21,B,122.2
ORD-014820,2026-05-07,A,116.97
ORD-029820,2026-05-26,B,143.7
ORD-006970,2026-05-28,A,115.92
ORD-017271,2026-05-22,A,131.21
ORD-029823,2026-05-21,B,85.69
ORD-001685,2026-05-24,A,100.16
ORD-009670,2026-05-27,A,134.12
ORD-003566,2026-05-05,A,129.22
ORD-018796,2026-05-11,A,112.02
ORD-027141,2026-05-07,B,139.34
ORD-025967,2026-05-15,B,66.69
ORD-023060,2026-05-26,B,123.14
ORD-001229,2026-05-30,A,104.13
ORD-021831,2026-05-02,A,127.39
ORD-039107,2026-05-12,B,105.9
ORD-003672,2026-05-14,A,124.55
ORD-044243,2026-05-12,B,89.85
ORD-039519,2026-05-29,B,116.26
ORD-025880,2026-05-25,B,104.14
ORD-024663,2026-05-01,B,72.84
ORD-019388,2026-05-27,A,115.29
ORD-032246,2026-05-14,B,114.31
ORD-041609,2026-05-10,B,94.16
ORD-044750,2026-05-29,B,99.8
ORD-035526,2026-05-14,B,89.85
ORD-020339,2026-05-15,A,118.46
ORD-035454,2026-05-07,B,135.48
ORD-017605,2026-05-11,A,129.06
ORD-001323,2026-05-05,A,109.2
ORD-007069,2026-05-24,A,93.4
ORD-025949,2026-05-05,B,107.49
ORD-028115,2026-05-12,B,95.2
ORD-044747,2026-05-21,B,111.19
ORD-017361,2026-05-29,A,116.34
ORD-030518,2026-05-09,B,111.21
ORD-008235,2026-05-25,A,123.76
ORD-044757,2026-05-15,B,123.39
ORD-013355,2026-05-13,A,123.14
ORD-011410,2026-05-17,A,117.49
ORD-027773,2026-05-24,B,102.2
ORD-042157,2026-05-10,B,58.57
ORD-000084,2026-05-28,A,88.88
ORD-024744,2026-05-19,B,86.22
ORD-038738,2026-05-21,B,91.99
ORD-001706,2026-05-19,A,126.8
ORD-006233,2026-05-25,A,107.13
ORD-002822,2026-05-02,A,105.12
ORD-011604,2026-05-30,A,132.96
ORD-036957,2026-05-10,B,69.42
ORD-014068,2026-05-21,A,91.98
ORD-032348,2026-05-23,B,92.71
ORD-041940,2026-05-12,B,87.99
ORD-007220,2026-05-01,A,130.13
ORD-005942,2026-05-05,A,140.34
ORD-005994,2026-05-08,A,123.0
ORD-013964,2026-05-06,A,153.57
ORD-001404,2026-05-21,A,121.85
ORD-009375,2026-05-03,A,149.64
ORD-011706,2026-05-18,A,112.78
ORD-011825,2026-05-17,A,142.37
ORD-029595,2026-05-30,B,94.56
ORD-029570,2026-05-23,B,113.55
ORD-041072,2026-05-28,B,80.61
ORD-024554,2026-05-04,B,95.1
ORD-031004,2026-05-03,B,90.18
ORD-039183,2026-05-01,B,110.49
ORD-009336,2026-05-29,A,140.36
ORD-017102,2026-05-23,A,145.89
ORD-030986,2026-05-18,B,102.92
ORD-030961,2026-05-26,B,92.73
ORD-036498,2026-05-22,B,86.64
ORD-010400,2026-05-08,A,114.95
ORD-031563,2026-05-26,B,99.28
ORD-017437,2026-05-04,A,106.76
ORD-035046,2026-05-01,B,75.88
ORD-000489,2026-05-06,A,106.36
ORD-014906,2026-05-16,A,122.53
ORD-017408,2026-05-13,A,121.48
ORD-039740,2026-05-04,B,96.77
ORD-027270,2026-05-13,B,89.33
ORD-031567,2026-05-27,B,106.22
ORD-004467,2026-05-02,A,106.35
ORD-023912,2026-05-26,B,89.12
ORD-027027,2026-05-07,B,92.56
ORD-014923,2026-05-28,A,136.15
ORD-015427,2026-05-21,A,97.94
ORD-000465,2026-05-29,A,138.36
ORD-003032,2026-05-09,A,129.99
ORD-022159,2026-05-02,A,69.36
ORD-026726,2026-05-15,B,78.39
ORD-042431,2026-05-19,B,107.26
ORD-006472,2026-05-09,A,115.29
ORD-009817,2026-05-06,A,98.94
ORD-014118,2026-05-07,A,108.05
ORD-020704,2026-05-30,A,104.03
ORD-013015,2026-05-09,A,118.11
ORD-025460,2026-05-08,B,103.06
ORD-024444,2026-05-15,B,104.13
ORD-011741,2026-05-04,A,127.36
ORD-015965,2026-05-09,A,142.43
ORD-017636,2026-05-21,A,84.16
ORD-031514,2026-05-04,B,80.62
ORD-011664,2026-05-11,A,131.12
ORD-006100,2026-05-17,A,117.2
ORD-019039,2026-05-25,A,101.73
ORD-038448,2026-05-02,B,67.16
ORD-027515,2026-05-06,B,105.12
ORD-034348,2026-05-08,B,99.7
ORD-015800,2026-05-20,A,102.99
ORD-008843,2026-05-02,A,138.8
ORD-026548,2026-05-14,B,97.83
ORD-028527,2026-05-23,B,124.61
ORD-040164,2026-05-11,B,96.14
ORD-027222,2026-05-13,B,83.7
ORD-009593,2026-05-17,A,114.27
ORD-034082,2026-05-28,B,79.22
ORD-031368,2026-05-01,B,70.68
ORD-041641,2026-05-05,B,99.4
ORD-004880,2026-05-14,A,149.22
ORD-044511,2026-05-24,B,94.96
ORD-004807,2026-05-16,A,146.39
ORD-031580,2026-05-09,B,112.95
ORD-010624,2026-05-16,A,131.9
ORD-030056,2026-05-30,B,153.93
ORD-000650,2026-05-14,A,147.46
ORD-000068,2026-05-12,A,117.7
ORD-044740,2026-05-24,B,75.64
ORD-039015,2026-05-27,B,118.83
ORD-037560,2026-05-30,B,111.51
ORD-007926,2026-05-21,A,121.01
ORD-035118,2026-05-14,B,125.45
ORD-009076,2026-05-02,A,105.75
ORD-007183,2026-05-20,A,130.27
ORD-016946,2026-05-21,A,133.07
ORD-032924,2026-05-16,B,132.25
ORD-035602,2026-05-05,B,57.78
ORD-030675,2026-05-16,B,87.71
ORD-036534,2026-05-10,B,112.66
ORD-024679,2026-05-03,B,132.13
ORD-021010,2026-05-29,A,132.09
ORD-028327,2026-05-16,B,101.41
ORD-042655,2026-05-02,B,88.37
ORD-010354,2026-05-20,A,146.75
ORD-044453,2026-05-05,B,82.41
ORD-012967,2026-05-02,A,117.9
ORD-042538,2026-05-15,B,83.9
ORD-011085,2026-05-30,A,137.1
ORD-031809,2026-05-06,B,106.98
ORD-008495,2026-05-16,A,125.03
ORD-030916,2026-05-12,B,105.78
ORD-028588,2026-05-11,B,81.21
ORD-013774,2026-05-06,A,137.3
ORD-012035,2026-05-06,A,109.21
ORD-043668,2026-05-14,B,121.83
ORD-039068,2026-05-15,B,65.53
ORD-031404,2026-05-15,B,98.63
ORD-027083,2026-05-26,B,103.8
ORD-020894,2026-05-25,A,117.73
ORD-025974,2026-05-27,B,82.83
ORD-025248,2026-05-15,B,130.67
ORD-020725,2026-05-21,A,100.62
ORD-006397,2026-05-19,A,125.89
ORD-029260,2026-05-01,B,128.13
ORD-024145,2026-05-23,B,91.35
ORD-039936,2026-05-21,B,100.12
ORD-032399,2026-05-09,B,88.34
ORD-035789,2026-05-05,B,94.45
ORD-015114,2026-05-21,A,108.61
ORD-036895,2026-05-15,B,108.77
ORD-019360,2026-05-17,A,114.89
ORD-026071,2026-05-29,B,99.8
ORD-044168,2026-05-10,B,92.26
ORD-042555,2026-05-11,B,103.71
ORD-013555,2026-05-26,A,127.87
ORD-003351,2026-05-26,A,100.72
ORD-001962,2026-05-06,A,117.07
ORD-026554,2026-05-17,B,84.62
ORD-012984,2026-05-04,A,128.88
ORD-022391,2026-05-04,A,118.58
ORD-011577,2026-05-18,A,111.69
ORD-042955,2026-05-09,B,80.75
ORD-014371,2026-05-11,A,122.43
ORD-010765,2026-05-23,A,116.66
ORD-034047,2026-05-24,B,105.81
ORD-005435,2026-05-23,A,101.03
ORD-026321,2026-05-26,B,73.84
ORD-029728,2026-05-06,B,80.34
ORD-004640,2026-05-24,A,121.76
ORD-016129,2026-05-12,A,118.53
ORD-039253,2026-05-07,B,84.54
ORD-044371,2026-05-24,B,85.83
ORD-025667,2026-05-21,B,101.93
ORD-007003,2026-05-06,A,108.76
ORD-035855,2026-05-11,B,91.67
ORD-042818,2026-05-13,B,81.51
ORD-031038,2026-05-17,B,98.47
ORD-008127,2026-05-23,A,109.28
ORD-028815,2026-05-25,B,74.54
ORD-024681,2026-05-19,B,86.83
ORD-009614,2026-05-08,A,101.25
ORD-039518,2026-05-11,B,102.89
ORD-003935,2026-05-14,A,106.53
ORD-034762,2026-05-09,B,74.11
ORD-014578,2026-05-30,A,119.52
ORD-015200,2026-05-27,A,110.0
ORD-007550,2026-05-10,A,93.56
ORD-037058,2026-05-06,B,99.24
ORD-020424,2026-05-27,A,119.56
ORD-000348,2026-05-15,A,156.72
ORD-002539,2026-05-23,A,121.19
ORD-013140,2026-05-14,A,124.8
ORD-014238,2026-05-13,A,145.76
ORD-039255,2026-05-28,B,66.77
ORD-000789,2026-05-12,A,122.89
ORD-040895,2026-05-03,B,93.47
ORD-036563,2026-05-02,B,85.46
ORD-024327,2026-05-06,B,82.39
ORD-040735,2026-05-29,B,131.89
ORD-030646,2026-05-02,B,75.39
ORD-006554,2026-05-22,A,131.56
ORD-008458,2026-05-27,A,124.88
ORD-033592,2026-05-12,B,77.41
ORD-008096,2026-05-20,A,122.27
ORD-010203,2026-05-14,A,96.52
ORD-038564,2026-05-14,B,96.5
ORD-005660,2026-05-18,A,124.97
ORD-002238,2026-05-02,A,90.42
ORD-043361,2026-05-10,B,110.48
ORD-005087,2026-05-07,A,86.09
ORD-014037,2026-05-13,A,116.55
ORD-000518,2026-05-20,A,129.31
ORD-037364,2026-05-30,B,119.61
ORD-040244,2026-05-07,B,57.56
ORD-019273,2026-05-13,A,140.0
ORD-015997,2026-05-06,A,103.83
ORD-043806,2026-05-09,B,72.66
ORD-014476,2026-05-21,A,131.15
ORD-025272,2026-05-14,B,79.28
ORD-028235,2026-05-13,B,106.7
ORD-004328,2026-05-01,A,125.84
ORD-018105,2026-05-08,A,124.4
ORD-038273,2026-05-02,B,84.99
ORD-006246,2026-05-03,A,109.42
ORD-011296,2026-05-09,A,100.49
ORD-025661,2026-05-29,B,84.52
ORD-042159,2026-05-07,B,68.87
ORD-034399,2026-05-06,B,86.97
ORD-034220,2026-05-26,B,82.25
ORD-024369,2026-05-28,B,84.23
ORD-022747,2026-05-03,B,52.34
ORD-000456,2026-05-28,A,97.65
ORD-010333,2026-05-17,A,130.19
ORD-026107,2026-05-25,B,130.78
ORD-043326,2026-05-30,B,92.45
ORD-030276,2026-05-25,B,100.53
ORD-012987,2026-05-07,A,126.35
ORD-021430,2026-05-11,A,117.56
ORD-034680,2026-05-19,B,104.93
ORD-007944,2026-05-13,A,117.85
ORD-031647,2026-05-25,B,95.55
ORD-012796,2026-05-16,A,156.88
ORD-039537,2026-05-21,B,120.64
ORD-035058,2026-05-03,B,84.29
ORD-007383,2026-05-13,A,125.31
ORD-018992,2026-05-09,A,135.5
ORD-020794,2026-05-02,A,127.38
ORD-026776,2026-05-12,B,73.71
ORD-015476,2026-05-01,A,128.29
ORD-024609,2026-05-19,B,79.58
ORD-011833,2026-05-15,A,128.75
ORD-017451,2026-05-03,A,104.32
ORD-001677,2026-05-12,A,100.89
ORD-018329,2026-05-18,A,113.46
ORD-008801,2026-05-04,A,137.54
ORD-018859,2026-05-07,A,123.45
ORD-013713,2026-05-29,A,115.82
ORD-002371,2026-05-12,A,114.71
ORD-008736,2026-05-21,A,118.3
